,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
24298,33,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,United-States,0,0,Female
29272,76,Private,10th,6,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
23738,22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
41568,51,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,United-States,1,1,Female
14208,18,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
10053,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Female
10556,72,Self-emp-not-inc,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,United-States,1,0,Male
31853,34,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
28139,35,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,United-States,0,1,Male
38510,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
32697,47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,1,Male
23909,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
4659,54,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,United-States,1,0,Female
787,54,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,1,0,Male
28334,36,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,United-States,0,1,Male
36412,26,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,United-States,0,1,Female
27394,55,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,United-States,0,0,Female
38581,25,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Guatemala,0,0,Female
22157,36,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,White,United-States,1,1,Male
36535,69,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,United-States,0,0,Female
14083,52,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,1,Male
24378,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
44997,56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
9795,28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Female
42493,26,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,0,1,Male
40417,55,Federal-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
47274,57,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,United-States,0,0,Female
33019,19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
45919,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
22627,21,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,United-States,0,0,Male
23620,34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
9821,33,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,Asian-Pac-Islander,India,1,0,Male
40608,48,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Female
7035,47,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
11212,29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
14273,38,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Other-service,Unmarried,White,United-States,0,0,Female
19562,31,Local-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Mexico,1,1,Male
37447,43,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
4311,35,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,United-States,0,0,Male
38910,47,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,United-States,0,0,Female
39128,42,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
41393,47,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
18262,49,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Male
31369,53,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,United-States,0,0,Female
17641,33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,United-States,0,1,Male
15647,33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
31848,61,State-gov,11th,7,Widowed,Other-service,Unmarried,White,United-States,1,0,Female
32249,38,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
46923,38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
44224,34,Private,Some-college,10,Never-married,Sales,Other-relative,Black,United-States,0,0,Female
14220,22,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
43725,28,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Spouse,White,Mexico,0,0,Male
32081,38,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
43856,51,Private,11th,7,Widowed,Handlers-cleaners,Unmarried,Black,United-States,0,0,Female
9304,55,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
27179,40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
38522,27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,1,Female
38379,42,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
6565,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,1,0,Male
31963,21,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,United-States,0,0,Male
3618,74,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,United-States,0,0,Female
32123,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,United-States,0,0,Female
37190,77,Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,United-States,0,0,Female
10379,51,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
21477,40,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Taiwan,1,0,Male
20012,37,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
33469,61,Private,10th,6,Widowed,Farming-fishing,Unmarried,White,United-States,0,0,Male
20440,25,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,Black,United-States,0,1,Male
15975,65,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
2079,36,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
19946,31,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,Black,United-States,1,0,Male
13668,43,Local-gov,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,United-States,0,0,Male
18391,30,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
32761,35,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,United-States,0,0,Male
26339,23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
15522,37,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
12692,32,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,United-States,1,0,Male
26392,29,Private,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
7039,37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
9581,53,Local-gov,HS-grad,9,Separated,Transport-moving,Not-in-family,White,United-States,0,0,Male
11047,72,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
42008,18,Private,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Male
2355,45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
29891,40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
8248,51,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,1,Male
14511,59,Private,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,United-States,0,1,Female
11656,33,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,United-States,0,1,Male
13123,71,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,United-States,1,1,Female
13230,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
21951,30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
36721,63,Private,Preschool,1,Married-civ-spouse,Prof-specialty,Spouse,Other,Mexico,0,0,Male
27821,42,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,United-States,0,1,Female
40858,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
29817,17,Self-emp-not-inc,10th,6,Never-married,Farming-fishing,Own-child,White,United-States,0,0,Male
47789,48,State-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
38130,25,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
18099,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
18654,57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Poland,0,0,Male
110,18,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,United-States,0,1,Female
43737,40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
9390,51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,Black,United-States,0,1,Male
39028,33,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,United-States,0,0,Female
8536,37,Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,United-States,0,0,Male
22440,41,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
26986,44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
15651,56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
31711,24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,United-States,0,0,Female
8272,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
19,40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,United-States,1,1,Male
6355,29,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
38317,42,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Canada,0,1,Male
24160,51,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
3475,53,Private,HS-grad,9,Married-civ-spouse,Tech-support,Spouse,White,Italy,0,0,Male
7162,47,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Other,United-States,0,0,Male
22080,20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,United-States,0,0,Male
48113,30,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
43911,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
12366,50,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,1,1,Female
5563,53,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
15499,50,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
48791,39,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
38450,48,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,United-States,1,0,Male
25984,55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
28260,34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,Asian-Pac-Islander,United-States,1,0,Male
21793,20,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
33953,59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
4274,65,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
14468,30,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,United-States,0,1,Male
34059,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
528,55,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
22196,29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
36771,52,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,United-States,1,1,Female
12729,36,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
8615,27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
29655,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
865,27,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,United-States,0,0,Male
30356,18,Private,12th,8,Never-married,Other-service,Own-child,White,United-States,0,0,Male
5753,59,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,United-States,0,1,Female
499,62,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,United-States,0,0,Female
36666,29,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Male
45985,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
18655,55,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,England,0,0,Male
36564,49,State-gov,Masters,14,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
48396,29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,China,1,0,Female
46340,27,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,United-States,0,0,Male
3693,36,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Philippines,0,0,Female
1549,37,Private,9th,5,Separated,Other-service,Unmarried,White,United-States,0,0,Female
30076,41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
34996,28,Private,11th,7,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
43889,58,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,United-States,0,0,Male
17309,48,Private,10th,6,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
19152,47,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
21769,56,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
11430,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Male
42099,45,Local-gov,HS-grad,9,Separated,Other-service,Unmarried,Black,United-States,0,0,Female
26045,44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
44778,25,State-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,United-States,0,0,Female
21389,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
38750,45,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,United-States,0,0,Female
31549,24,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Female
4408,61,Private,Bachelors,13,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,United-States,0,0,Female
46076,17,Private,11th,7,Never-married,Other-service,Other-relative,White,United-States,0,0,Female
37121,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
30081,40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
33847,40,Private,12th,8,Married-civ-spouse,Prof-specialty,Spouse,White,Cuba,1,0,Male
34499,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
2059,34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,United-States,0,0,Male
38367,40,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
23865,19,Private,HS-grad,9,Never-married,Prof-specialty,Other-relative,Black,United-States,0,0,Male
45370,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
26721,19,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
16340,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
17158,38,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
48624,66,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,United-States,0,0,Female
22134,25,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,United-States,0,0,Female
40617,55,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
26576,17,Private,11th,7,Never-married,Other-service,Own-child,White,United-States,0,0,Female
48114,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
31562,29,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,United-States,0,0,Male
32943,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
43149,39,Private,Some-college,10,Divorced,Craft-repair,Unmarried,Black,United-States,0,0,Male
39523,20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
16785,25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,0,Female
6532,46,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Female
6782,31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Female
47930,28,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,United-States,0,1,Male
19987,22,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,United-States,0,0,Male
38330,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
42302,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Female
20293,35,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Spouse,White,Mexico,0,0,Male
40875,30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,United-States,0,0,Male
40373,28,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
18713,35,Private,Prof-school,15,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,China,0,0,Male
44485,41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
10001,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
11088,56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Female
29159,56,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
28685,20,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,United-States,0,0,Male
356,33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
18290,23,Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,United-States,0,1,Female
41973,39,Private,Masters,14,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
29954,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
32511,27,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,United-States,0,0,Female
31778,61,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
9301,42,Private,Bachelors,13,Divorced,Sales,Unmarried,White,United-States,0,1,Female
28448,28,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
5456,56,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
22763,37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
28075,36,Private,Bachelors,13,Divorced,Sales,Own-child,White,United-States,0,0,Female
30036,23,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
25217,30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,0,Male
5551,47,Private,HS-grad,9,Separated,Craft-repair,Other-relative,White,United-States,0,0,Female
22522,33,Private,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Own-child,White,United-States,0,0,Female
15052,18,Federal-gov,HS-grad,9,Never-married,Transport-moving,Own-child,White,United-States,0,0,Male
4343,33,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
16533,59,Local-gov,10th,6,Widowed,Other-service,Unmarried,Black,United-States,0,0,Female
47131,37,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,United-States,0,0,Male
3787,26,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Male
14096,61,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,United-States,0,0,Female
9245,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
48141,21,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
6134,17,Private,12th,8,Never-married,Other-service,Other-relative,White,United-States,0,0,Female
13069,33,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,United-States,0,1,Male
26568,67,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
27483,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,United-States,0,0,Male
30219,23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,United-States,0,0,Male
19421,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
35629,59,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Spouse,White,Italy,1,0,Male
40136,42,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
46280,36,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,United-States,0,1,Male
8821,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,United-States,0,0,Male
19069,27,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Germany,0,1,Female
46248,19,Private,9th,5,Never-married,Prof-specialty,Other-relative,White,El-Salvador,0,0,Male
45587,31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
16106,83,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,United-States,0,0,Female
20981,26,Private,12th,8,Never-married,Craft-repair,Other-relative,Other,Guatemala,0,1,Male
16729,20,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
12930,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
39027,39,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,Black,United-States,0,1,Male
39785,31,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
14507,38,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
4978,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
38404,30,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
25721,39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
11731,58,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
38173,65,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,United-States,1,1,Male
10212,23,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,United-States,0,0,Male
39966,41,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Female
13317,38,Private,10th,6,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,0,Male
45427,18,Private,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Female
2346,27,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,1,Male
35842,29,Private,1st-4th,2,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Philippines,0,0,Male
37885,38,Local-gov,Some-college,10,Widowed,Transport-moving,Not-in-family,Black,United-States,0,1,Female
24918,25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Male
7885,32,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
46354,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
1876,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
7432,26,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Other-relative,White,United-States,0,0,Male
39302,36,Private,Bachelors,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,South,0,0,Female
502,36,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,United-States,0,0,Male
935,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
26655,25,Private,9th,5,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Vietnam,0,0,Female
47308,22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,United-States,0,0,Male
30364,54,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,1,0,Female
903,17,Private,11th,7,Never-married,Farming-fishing,Own-child,White,United-States,0,0,Male
13137,42,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Spouse,White,United-States,0,1,Male
45031,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
27531,38,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Female
21925,48,Private,10th,6,Divorced,Sales,Not-in-family,White,United-States,0,0,Female
36043,41,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,United-States,0,0,Female
22335,43,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
9842,40,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,1,0,Female
34900,63,Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,United-States,0,0,Male
32598,17,Private,9th,5,Never-married,Other-service,Own-child,Black,United-States,0,0,Male
43959,52,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
44558,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
45256,38,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,White,United-States,0,0,Female
